Start,Duration,Text
237.299,3.481,row I can't hear you the lights are too
239.28,4.019,bright if you you understand what that
240.78,4.5,means X next one making a list and
243.299,5.041,immediately hating it this is more
245.28,5.459,related to the Audi HD autistic and ADHD
248.34,4.2,combination that I mentioned earlier I
250.739,3.481,make a list and I'm so proud of it and
252.54,3.479,it's beautiful and if I follow the list
254.22,3.299,all my problems would be solved but then
256.019,2.94,as soon as I make the list I hate it and
257.519,3.12,I don't want to do anything on it could
258.959,2.641,be related to demand avoidance if you're
260.639,2.881,interested in learning more about that
261.6,3.36,the one in the middle research mode this
263.52,3.119,is the one that's basically like the
264.96,3.299,free space because I feel like everyone
266.639,4.381,on the Spectrum knows what research mode
268.259,4.861,is we just like to learn a lot of times
271.02,4.44,I like learning about random stuff that
273.12,4.38,has absolutely nothing to do with my
275.46,3.48,life I'll just get fixated on the idea
277.5,3.66,that like I need to understand how
278.94,4.14,Bluetooth works or how to say something
281.16,4.2,in a different language that I don't
283.08,3.78,speak it like I just get fixated on
285.36,4.559,these ideas and these things that I want
286.86,5.339,to research like what's behind walls and
289.919,4.5,what are the steps for making a house I
292.199,4.321,don't know that is very interesting to
294.419,3.661,me so all of these random things that we
296.52,3.78,just all of a sudden need to research
298.08,3.899,and might become an expert on the next
300.3,3.899,one is sitting in your car for longer
301.979,4.201,than you intended to this again is kind
304.199,3.601,of related to Transitions transitions
306.18,3.239,can be difficult for us on the Spectrum
307.8,3.899,and a lot of us spend a lot of time in
309.419,4.981,our car trying to figure out how to get
311.699,4.801,to the next thing the next one is that
314.4,3.66,headphones make things better so if you
316.5,3.54,have a safe pair of headphones that you
318.06,2.94,like putting on when you put them on you
320.04,3.12,feel like you're in your own little
321.0,4.74,world in your own cocoon
323.16,5.7,X that one next row sensitive to
325.74,4.86,caffeine alcohol and or medication so
328.86,4.08,for me I have to drink decaf coffee
330.6,3.84,because if I have regular coffee I'm
332.94,3.3,going to be so wired that I'm
334.44,4.08,uncomfortable even if it's like half a
336.24,4.32,cup of caffeine alcohol I'm a
338.52,4.98,lightweight I can tolerate hardly
340.56,4.5,anything and then medication there are
343.5,3.36,more studies coming out that are showing
345.06,4.4,that autistic people can have
346.86,5.16,paradoxical reactions to medications
349.46,4.36,just food for thought next one is
352.02,4.2,feeling what others are feeling this is
353.82,4.439,related to the antenna thing that I was
356.22,3.6,talking about earlier this is like a
358.259,3.601,misconception about people in the
359.82,4.08,spectrum that were not empathetic many
361.86,5.1,people on the Spectrum are highly
363.9,5.04,empathetic even empathic and oftentimes
366.96,3.48,we take on the feelings of others this
368.94,3.06,happened to me I was leading a class on
370.44,4.38,dating and relationships the other day
372.0,5.1,and as soon as I started this session I
374.82,4.86,felt this overwhelming wave of grief
377.1,4.379,that was coming at me like collectively
379.68,3.42,from everyone I could feel everyone's
381.479,3.72,grief and it was so overwhelming that I
383.1,3.659,had tears in my eyes please tell me I'm
385.199,3.06,not alone in my ability to do this next
386.759,3.841,one is wanting to be alone but feeling
388.259,4.5,lonely no explanation necessary next one
390.6,4.5,is needing to know why for everything
392.759,4.081,very closely related to research mode
395.1,3.719,this is particularly important to
396.84,3.66,understand in kids and kids going
398.819,3.421,through the education system at a young
400.5,3.66,age tell them why help them understand
402.24,3.54,why it makes everything better next one
404.16,3.599,is wishing other people asked good
405.78,3.479,questions too you get what I'm saying
407.759,3.481,about this right as an autistic person
409.259,4.861,and maybe related to needing to know why
411.24,5.399,I ask a lot of questions and I feel like
414.12,4.019,I ask pretty darn good questions and I
416.639,4.261,don't feel like it's often reciprocated
418.139,4.981,back to me like I feel like non-autistic
420.9,4.019,holistic people do you know how to ask
423.12,4.76,questions sorry that's a bit judgy but
424.919,5.34,next comfy clothes always yes
427.88,4.24,sweatshirts sweatpants hair in a
430.259,4.021,ponytail preferred mode next one is
432.12,4.799,easily upset by Injustice this is like
434.28,4.44,so much more than just everyone being
436.919,3.72,upset by Injustice right nobody likes
438.72,3.66,Injustice but if there's any type of
440.639,4.381,Injustice happening in our current
442.38,4.74,situation we can't focus on anything
445.02,4.079,else until the Injustice is addressed
447.12,3.72,which obviously makes the world a very
449.099,3.901,difficult place to live in right now
450.84,4.38,next one on the bottom row why isn't
453.0,3.72,everyone as blunt as me wouldn't that be
455.22,3.06,so great if everybody would just say
456.72,2.94,exactly what they were thinking I think
458.28,3.72,that would be great I think that being
459.66,3.78,clear is being kind and I wish that
462.0,3.24,other people would just be freaking
463.44,4.44,blunt just tell me what you're thinking
465.24,4.799,I can handle it I promise next one not
467.88,3.78,wanting to appropriate the term autistic
470.039,3.421,what does that mean it means that a lot
471.66,3.659,of autistic people especially adults who
473.46,3.9,have not yet been diagnosed they feel
475.319,3.121,bad for using the term autistic because
477.36,3.239,they don't want to take it away from
478.44,3.96,other people who need it more let me
480.599,3.961,tell you you're not appropriating it by
482.4,3.9,using it if it helps you have more
484.56,3.359,self-compassion for your own Tendencies
486.3,3.839,and patterns you're not being selfish
487.919,4.56,you're not hurting other people but this
490.139,3.78,is a common concern that I hear a lot
492.479,2.701,from the autistic communities I don't
493.919,3.12,want to use the term and take it away
495.18,3.72,from somebody else you're not if there
497.039,3.181,are words you can use to better describe
498.9,3.299,your experiences and help you support
500.22,3.9,yourself nurture yourself give yourself
502.199,2.761,more compassion show up more fully in
504.12,3.24,the world
504.96,4.26,please do it and the last one planning
507.36,3.66,things perfectly and being unable to
509.22,3.9,execute so for people on the Spectrum
511.02,4.439,our executive functioning can often be
513.12,4.08,impacted and we might have the best
515.459,3.901,intentions we might be able to plan on
517.2,4.32,every nitty-gritty little detail and
519.36,3.84,focus in on all of the inner workings of
521.52,3.96,things that need to happen in order for
523.2,3.78,something to be executed flawlessly but
525.48,3.24,then when it actually comes time to
526.98,3.66,transition into doing that thing that
528.72,3.48,we've planned out perfectly a breakdown
530.64,3.84,can happen let me hear from you in the
532.2,4.079,comments how many of these did you check
534.48,3.419,off for me I'm pretty sure it was every
536.279,3.481,single one and I want to mention because
537.899,3.961,we talked about headphones here if you
539.76,4.74,haven't been able to find headphones or
541.86,4.38,earbuds that you like that make things
544.5,3.779,better and not worse you can try out
546.24,4.62,Flair this is my absolute favorite brand
548.279,4.261,they don't fully close off at the base
550.86,3.78,of it so that sound still gets through
552.54,4.08,it doesn't block out sounds it doesn't
554.64,3.84,make things muffled I've tried so many
556.62,3.779,earbuds where it just blocks stuff out
558.48,3.24,and it I can hear myself chewing I can
560.399,3.481,hear myself talking I don't like it
561.72,4.739,these earbuds by flare particularly
563.88,4.32,they're calmer ear buds I use them all
566.459,4.44,the time and what they do is it just
568.2,4.259,reduces the high and low frequencies so
570.899,4.981,that you're getting more of an evenly
572.459,5.341,based sound input that's my
575.88,3.12,non-scientific way of saying it but if
577.8,2.64,you've been looking for earbuds that
579.0,3.42,will help you and actually make things
580.44,3.54,better I'll put the link to these in the
582.42,3.24,description I love them they have some
583.98,3.359,without this lanyard too but they're
585.66,3.239,very tiny so I actually kind of like the
587.339,2.761,lanyard on the back so that I can keep
588.899,3.901,track of them and there's different
590.1,4.5,colors clear purple blue thanks so much
592.8,4.62,for watching as a gentle reminder again
594.6,4.62,this bingo card is not a diagnostic tool
597.42,3.66,if you'd like more resources to help you
599.22,3.299,navigate life on the Spectrum subscribe
601.08,3.12,to the channel let me hear from you in
602.519,3.961,the comments check out my website for
604.2,4.92,more resources mom on the spectrum.life
606.48,4.44,you have an awesome brain it deserves to
609.12,3.12,be supported and well loved and I'm here
610.92,4.4,to help you do that see in the next
612.24,3.08,video bye
Start,Duration,Text
0.06,5.48,let's talk about that post-socializing
2.76,2.78,processing
7.74,3.96,so I'm sure a lot of you guys can
9.54,4.979,resonate with this but this was one of
11.7,5.46,the most prominent autistic experiences
14.519,4.441,in my own Journey when you're diagnosed
17.16,4.8,later in life there is this whole
18.96,5.76,process of trying to bring awareness to
21.96,3.92,what your masks are things that you just
24.72,3.18,kind of
25.88,4.78,unconsciously but at the same time
27.9,4.56,consciously did but for your whole life
30.66,4.919,you just thought that those were aspects
32.46,5.759,of yourself while you seemingly kind of
35.579,7.441,learn to unconsciously suppress your
38.219,7.801,autistic self and learn how to try to
43.02,4.68,live life in a neurotypical way for a
46.02,4.08,lot of other people out there who are
47.7,4.8,late diagnosed like me are usually
50.1,4.08,people who are high masking so there's
52.5,3.719,this particular thing that I've noticed
54.18,3.84,about myself and I feel like a lot of
56.219,3.781,other high masking autistics out there
58.02,4.62,can also resonate with this and it's
60.0,5.28,this whole experience of analyzing
62.64,4.56,yourself the social situations that you
65.28,4.08,are just in the conversations you had
67.2,4.56,the scripts that you were following in
69.36,5.7,those interactions and just kind of
71.76,6.06,analytically studying the way that you
75.06,5.04,performed in those interactions and
77.82,4.74,trying to point out the things that went
80.1,4.559,over smoothly and correctly and the
82.56,3.9,things that didn't really go over as
84.659,4.32,well I want to talk about this
86.46,5.82,experience because I feel like if we
88.979,6.841,don't bring awareness to this thing that
92.28,6.12,we do we can tend to go through life
95.82,4.86,putting ourselves down again and again
98.4,4.92,without really knowing that we are doing
100.68,4.56,that I think a part of this video is not
103.32,3.659,only to talk about this right I just
105.24,4.44,want to have like a casual conversation
106.979,4.92,about what it's like to go through this
109.68,3.36,but I also want to talk about ways that
111.899,3.781,we can
113.04,5.579,do this in a more healthy way perhaps
115.68,6.18,where we don't have to put ourselves
118.619,5.161,down as much or in certain moments when
121.86,4.259,do you have to draw that line with over
123.78,3.54,analyzing what you could have done what
126.119,3.12,you should have done a little bit too
127.32,4.2,much and when to kind of lay that to
129.239,4.441,rest and just give yourself some
131.52,4.02,reprieve so this is something that I've
133.68,5.52,always done throughout my whole life to
135.54,5.76,a very intense extent because I was such
139.2,3.78,a high masking person throughout my
141.3,4.2,whole life I think that's part of the
142.98,5.04,reason why I wasn't diagnosed until
145.5,5.12,later and I think a big contributor to
148.02,5.4,that is that process of
150.62,5.32,analyzing and studying yourself in these
153.42,4.2,social situations after the fact when I
155.94,3.72,work with my one-on-one clients I notice
157.62,4.199,that this is something that other people
159.66,5.04,experience pretty heavily as well not
161.819,4.681,just me it makes sense there's objective
164.7,4.5,things to it there's subjective things
166.5,4.14,and I always like to kind of analyze all
169.2,4.259,the different ways that we are affected
170.64,5.04,by a certain type of behavior so
173.459,5.041,objectively I think this makes a lot of
175.68,5.1,sense right in the context of autism and
178.5,6.18,socialization I feel like a lot of
180.78,8.4,high-masking people we tend to come up
184.68,6.779,with a huge book full of social norms
189.18,3.54,different types of tonalities what they
191.459,3.121,mean different types of facial
192.72,3.54,expressions what they mean how to
194.58,3.6,interpret different types of people in
196.26,3.96,different contexts what are the
198.18,4.08,appropriate ways you should respond and
200.22,3.96,how you should interpret what are the
202.26,3.54,appropriate ways to communicate what you
204.18,4.08,need to communicate in order to be
205.8,7.14,interpreted correctly with this specific
208.26,7.86,person and in in social situations a lot
212.94,5.34,of the times we have that Rolodex at the
216.12,4.92,ready in order to flip through and
218.28,4.5,interact in real time right and I feel
221.04,3.839,like a lot of us can get really smooth
222.78,4.319,at this to a certain extent I'm not
224.879,4.681,saying it's easy right it always comes
227.099,4.2,out a detriment to yourself after the
229.56,4.02,fact you may feel completely burnt out
231.299,5.401,you may be non-verbal I feel like what
233.58,6.48,we don't talk enough about is what is
236.7,6.0,the effects to those of us who can
240.06,5.16,actually appropriately interact in
242.7,5.58,social situations let's say probably
245.22,4.739,eight out of ten times because we put
248.28,4.26,ourselves in these high stress
249.959,5.541,situations in our own head to make every
252.54,5.879,interaction go over smoothly I feel like
255.5,5.019,socializing has always been such a
258.419,4.741,polarizing experience for me because of
260.519,5.221,this very thing that I do in my head
263.16,4.319,every single time on one hand there's a
265.74,4.14,big part of me that craves connecting
267.479,5.041,with other people that craves talking to
269.88,5.28,other people there's also that side of
272.52,4.38,me that gets genuinely objectively
275.16,5.16,exhausted interacting with people
276.9,7.44,because I have to be so on top of it in
280.32,6.42,order to go through that interaction and
284.34,4.32,then there's that after part right that
286.74,4.739,after part is what I really wanted to
288.66,6.36,talk about today so usually after
291.479,6.241,interacting with people I noticed that I
295.02,5.88,tend to go into my head during that
297.72,6.0,burnout phase of post interaction and
300.9,5.46,burnout phase usually for me nowadays
303.72,4.8,lasts for about a few hours
306.36,4.5,so for the rest of the day I may not be
308.52,4.2,able to really interact much or put
310.86,4.14,thoughts together as smoothly I just
312.72,5.039,need to mentally take a break from
315.0,5.34,everything back then for much of my life
317.759,5.461,usually following interactions I would
320.34,4.68,be burnt out for weeks on end so I
323.22,4.14,wouldn't be able to socially interact
325.02,4.38,with anyone for weeks I wouldn't be able
327.36,4.8,to do anything I would have really bad
329.4,6.299,executive dysfunction and I would just
332.16,6.42,kind of only be able to lay around and
335.699,4.56,turn to Mush until I could charge my
338.58,3.899,batteries back up and go back out into
340.259,5.821,the world of course since bringing
342.479,6.481,awareness to me doing this Behavior I've
346.08,6.42,made a conscious effort to not analyze
348.96,6.36,myself as much but it is a part of being
352.5,5.22,autistic because you have this need to
355.32,4.379,understand whether or not you have to
357.72,4.62,make those social adjustments in the
359.699,4.921,future that is just an objective part of
362.34,4.02,life that I think you know even
364.62,2.46,non-autistic people have to go through
366.36,2.82,so
367.08,3.899,I think it's just like a humanistic
369.18,4.14,trait to want to empathize for other
370.979,4.741,people and want to make sure that you're
373.32,4.62,doing your best to make every
375.72,4.86,interaction something that you could
377.94,4.68,feel proud of I've come to notice that
380.58,4.679,there's many times where I'm running
382.62,6.299,errands by myself or I'm just doing some
385.259,7.101,sort of task by myself at home and my
388.919,6.72,mind will naturally wander into past
392.36,5.86,interactions that I've had and analyzing
395.639,4.921,how that interaction went how I
398.22,4.68,responded trying to figure out whether
400.56,4.079,or not my response is appropriate
402.9,3.9,whether or not my response is something
404.639,3.84,I'm happy with so for example if I'm
406.8,4.56,going through a past interaction in my
408.479,5.461,head and I actually responded in a way
411.36,4.679,that was appropriate and in a way that I
413.94,4.02,could feel good about I'm like okay that
416.039,3.961,was really good I'm proud of myself for
417.96,4.019,that I'm proud of what I did I'm proud
420.0,4.08,of how I feel I'm proud of how I made
421.979,4.141,this other person feel but there's also
424.08,5.04,many times where I beat myself up over
426.12,6.54,my responses and that part is really
429.12,5.4,hard there's so many times where I think
432.66,4.56,about the ways that I should have
434.52,4.38,responded and I think about how I didn't
437.22,4.919,respond that way because it doesn't come
438.9,5.28,naturally to me or I just don't think I
442.139,4.56,could pull it off in the way that I want
444.18,4.919,I would want it to come off in scenarios
446.699,4.741,where I didn't respond appropriately
449.099,4.981,because I genuinely didn't know those
451.44,5.099,scenarios I I kind of cringe at because
454.08,4.619,I could get into that mindset of like oh
456.539,4.081,I should have known but usually I could
458.699,3.961,kind of stop myself there and be like
460.62,4.38,Irene you just didn't know it's that
462.66,4.74,simple you know now move on with your
465.0,4.199,life it's like that initial cringe I
467.4,3.78,feel like when you're just like oh my
469.199,4.62,God how did I not see that in the moment
471.18,6.12,I'm cringing because if I put myself in
473.819,6.481,that person's shoes and I witnessed my
477.3,5.339,response I would have felt bad or like
480.3,3.36,you know you start to go over that whole
482.639,3.361,process
483.66,6.479,but one thing that I struggle the most
486.0,6.78,with is more so when I'm analyzing the
490.139,5.641,ways I should have responded and how I
492.78,6.8,want to respond but realizing that I am
495.78,7.08,just not capable of responding that way
499.58,5.2,that is the part that I really have a
502.86,3.779,hard time with and this isn't for every
504.78,3.24,autistic person right but for me
506.639,4.021,personally
508.02,3.439,a part of my autism is just having a
510.66,4.559,general
511.459,5.5,monotone flat affect right
515.219,4.021,my tone of voice doesn't really change
516.959,5.041,from this no matter what mood I'm
519.24,5.219,experiencing my facial expressions don't
522.0,3.6,really change much outside of this and
524.459,4.141,smiling
525.6,6.48,and there's many times during social
528.6,6.6,interactions where I find myself wishing
532.08,5.52,that I was just more expressive if I'm
535.2,5.759,not careful and I'm in that analyzing
537.6,6.08,phase of post-socialization I could
540.959,6.681,start to genuinely beat myself up over
543.68,7.18,just not being able to be the person
547.64,5.56,that is I guess more socially acceptable
550.86,5.52,throughout my life and even to this day
553.2,6.42,I struggle with watching other people be
556.38,5.7,super expressive and bubbly and
559.62,5.88,getting into so much detail about it too
562.08,6.48,oftentimes I watch people interacting
565.5,5.399,and I get so lost in almost the
568.56,4.8,technicalities of how they're
570.899,4.261,interacting I analyze their facial
573.36,4.2,expressions I analyze their body
575.16,5.52,gestures I analyze the tonality of their
577.56,4.98,voice I even analyze the way they put
580.68,4.8,their sentences together and their
582.54,5.34,responses together and of course this is
585.48,5.1,such an autistic way of viewing
587.88,5.1,and analyzing another person right and
590.58,5.58,how they just naturally interact because
592.98,5.7,to that person it's just them responding
596.16,3.42,to the world around them but for me it's
598.68,3.96,like
599.58,5.759,almost a science or a math and I'm just
602.64,5.58,like how do they do that and how do I
605.339,5.0,emulate that can I even emulate it I
608.22,6.6,think because Society
610.339,6.94,oftentimes idealizes and worships uh
614.82,3.8,more charismatic type of Personality a
617.279,4.321,more bubbly
618.62,5.32,extroverted type of personality I can
621.6,4.56,start to really feel low about myself
623.94,4.32,because I feel like I'm just the
626.16,4.08,complete opposite of that right I often
628.26,3.78,find myself when I'm in spaces with
630.24,4.4,other people or even within my
632.04,6.72,interpersonal relationships feeling like
634.64,6.1,I am a Debbie Downer and not for any
638.76,4.259,other reason than just who I am
640.74,3.96,naturally and how I
643.019,6.121,carry myself
644.7,8.16,but I feel this deep sense of ineptness
649.14,6.0,to be someone that other people want to
652.86,4.5,be around and there's been many moments
655.14,5.04,in my life where I've tried to emulate
657.36,4.62,that type of personality type I've tried
660.18,5.04,to make my voice be a little bit more
661.98,5.099,bubbly and I've tried to make my facial
665.22,5.46,expressions be a little bit more
667.079,5.7,expressive and if I were to think back
670.68,5.399,to those moments I feel like it just
672.779,5.221,never came across right I feel like in
676.079,4.801,high school it kind of just came across
678.0,5.1,as being ditzy for example I was always
680.88,4.74,just that light-hearted person that
683.1,5.28,wouldn't be the butt of the joke that
685.62,5.459,was my way of lightening up my portion
688.38,5.699,of an interaction but I feel like a lot
691.079,5.461,of people ended up perceiving me as this
694.079,4.801,ditzy person when in reality I was
696.54,4.2,almost probably more hyper aware of
698.88,4.5,everything going on underneath the
700.74,5.7,surface than everyone else As I Grew
703.38,7.019,into my early early 20s in college I
706.44,6.12,feel like my new mask was just trying to
710.399,4.5,be more authentic to myself and not be
712.56,5.399,the butt of the joke so I wanted to be
714.899,4.56,more respected but I didn't know how to
717.959,4.261,be more light-hearted or more
719.459,5.82,charismatic without that ditziness and
722.22,5.64,so I would end up trying to attempt to
725.279,5.221,be a lot more energetic but then it
727.86,5.7,wouldn't come across right because my
730.5,4.92,voice is just like down here and then I
733.56,3.959,would try to add inflections to it but
735.42,4.14,it would still be down here with the
737.519,4.201,inflections and it just was not natural
739.56,4.32,and I would notice it in the moment
741.72,4.38,because when I heard myself talking I
743.88,4.62,would be like oh that did not sound how
746.1,3.72,I wanted to sound like you know things
748.5,4.5,like that
749.82,5.4,and I feel like that's always been such
753.0,5.579,a struggle for me as an autistic woman
755.22,5.82,is feeling a disconnect between what I'm
758.579,5.341,feeling inside and what ends up coming
761.04,4.62,out and being perceived by others and
763.92,3.9,that could feel very helpless a lot of
765.66,4.26,the times if I could come up with a
767.82,4.86,metaphor for this it's like what's
769.92,6.359,inside maybe green and what comes out
772.68,6.12,maybe orange and so everyone perceives
776.279,5.101,that orange color in reality you are
778.8,4.5,feeling green you think to yourself what
781.38,5.639,do I have to do in order to get other
783.3,7.26,people to see this green and oftentimes
787.019,6.44,the perfect combination to get that
790.56,5.579,green across is probably five different
793.459,4.841,connectors and colors to get that green
796.139,4.021,across let's say for a neurotypical
798.3,3.599,person when they feel green green comes
800.16,4.56,out right it's that easy it's just this
801.899,4.861,one streamlined connector from inside to
804.72,4.14,outside I feel like a lot of the times
806.76,5.22,for autistic people if we're feeling
808.86,5.039,green inside it's never a straight shot
811.98,4.62,it's always like multiple different
813.899,5.641,connectors so I would have to use blue
816.6,4.739,and yellow in order to get green out and
819.54,3.539,that whole thing is so confusing
821.339,4.081,especially when you start to get into
823.079,4.32,all these more complex type of
825.42,4.2,interactions let's say you have five
827.399,4.981,different colors going on inside imagine
829.62,4.62,each color has two to five different
832.38,4.38,lines and so all of a sudden you're
834.24,4.2,balancing all of these different lines
836.76,4.259,in order to convey what you need inside
838.44,4.38,out it just feels so impossible and all
841.019,4.62,of these things get mixed up in the
842.82,6.9,process and that part could feel so
845.639,6.721,frustrating after the fact and analyzing
849.72,5.34,how you should socially interact and how
852.36,5.34,you did socially interact is just such a
855.06,5.76,tiring experience altogether the whole
857.7,6.66,topic of camouflaging is such a Charged
860.82,7.079,topic because on one hand a lot of
864.36,5.52,people say that it's almost a luxury to
867.899,3.24,be able to camouflage because a lot of
869.88,4.019,if
871.139,4.801,other autistic people who aren't able to
873.899,4.56,camouflage have to suffer the
875.94,4.74,consequences of that right whereas those
878.459,4.74,who are more High masking and more
880.68,4.5,capable of camouflaging can have the
883.199,4.681,luxury of blending in and out of society
885.18,5.76,how they want to it's almost like that's
887.88,6.3,a tool accessible to that person into
890.94,5.639,that population versus inaccessible to
894.18,4.62,another population it's interesting
896.579,4.5,because I feel like within that topic
898.8,5.46,the only people who get frustrated about
901.079,5.401,it is neurotypical loved ones of the
904.26,4.139,autistic person I feel like I don't
906.48,4.02,really see other autistic people feeling
908.399,4.641,bitterness or resentment towards other
910.5,5.16,autistics who can mask in camouflage
913.04,5.56,it's usually like a loved one who's
915.66,5.1,neurotypical and they feel resentment
918.6,3.96,that their autistic loved one can't do
920.76,4.439,something whereas another autistic
922.56,5.1,person can and then they want to go in
925.199,5.461,and express their bitterness through
927.66,5.1,invalidating the high masking autistic
930.66,3.9,population and that is always going to
932.76,5.42,be a conversation right
934.56,7.079,because there is a lot of unspoken
938.18,6.04,experiences of high masking autistic
941.639,3.961,people that have yet to be talked about
944.22,4.14,and I feel like we're only on the
945.6,5.76,precipice of bringing up that type of
948.36,5.159,conversation because I feel like now
951.36,4.14,we're in a day and age where a lot of
953.519,4.44,high-masking autistics are finally
955.5,5.339,getting diagnosed and we're starting to
957.959,4.981,see oh my God there's almost a lost
960.839,5.521,population of autistics that are now
962.94,6.48,being discovered I feel a deep need to
966.36,5.94,speak on that experience the struggles
969.42,4.8,of being a high masking autistic and
972.3,4.56,when I speak on it I'm not trying to
974.22,5.28,invalidate anyone I'm trying to say hey
976.86,5.64,all of our experiences are valid there
979.5,6.54,is so much pressure when you are high
982.5,6.06,masking in order to fit in there is so
986.04,6.0,much self-loathing that comes with it
988.56,5.7,and self-criticizing oh I got emotional
992.04,4.68,just talking about that now
994.26,4.98,when you feel like you have
996.72,4.94,what you need in order to analyze
999.24,5.88,yourself critique yourself fix yourself
1001.66,6.28,you never get a break in your own mind
1005.12,5.519,you really never get a break you kind of
1007.94,5.639,learn to live life knowing that you
1010.639,6.181,cannot show up as you are and as you
1013.579,7.38,want to you will always need to go into
1016.82,7.32,your head go into the webs of trying to
1020.959,6.181,convey what is inside outwardly the best
1024.14,5.4,that you can and that is if you are
1027.14,4.919,trying to honor yourself in your
1029.54,4.08,authenticity there's also a lot of
1032.059,3.481,people out there who suppresses
1033.62,4.98,themselves and their authenticity so
1035.54,5.82,much so that that part of themselves is
1038.6,6.18,not even there anymore it is fossilized
1041.36,5.699,underground never to be found or
1044.78,5.04,accessed in that moment a lot of the
1047.059,5.461,times because you analyze yourself so
1049.82,4.739,much you end up holding yourself back
1052.52,5.279,from connecting with others too because
1054.559,5.881,it's almost like you can never win or
1057.799,5.281,you just don't have it in you anymore to
1060.44,4.44,put that much brain work into simply
1063.08,4.5,having a conversation with the person
1064.88,5.58,there's been so many times where I play
1067.58,5.339,out a conversation or a scenario in my
1070.46,4.14,head before it even happens and this is
1072.919,3.601,part of the scripting process right
1074.6,4.579,where I just play out the interaction
1076.52,6.6,over and over again in different
1079.179,5.86,varieties of responses and I almost try
1083.12,3.9,to play out the consequences of certain
1085.039,3.601,responses in my head as well trying to
1087.02,3.539,predict how the person's going to
1088.64,4.32,respond we're trying to predict how
1090.559,4.5,someone's going to interpret me based
1092.96,4.02,off of my previous experiences with them
1095.059,4.441,or my knowledge and interpretation of
1096.98,4.439,them only to get to a point where I get
1099.5,4.14,completely brain fried because there's
1101.419,3.901,some spots in the script where I can't
1103.64,3.419,fill in the blank because I don't know
1105.32,4.44,if I'm interpreting things correctly or
1107.059,5.101,I don't know if my responses are going
1109.76,4.68,to be appropriate and then I ultimately
1112.16,4.5,think to myself I just need to avoid
1114.44,3.479,this interaction altogether because I
1116.66,4.379,don't know know if it's going to play
1117.919,5.581,out correctly or be something I could be
1121.039,5.221,proud of it's exhausting to have to go
1123.5,5.16,through that process it's very lonely
1126.26,5.88,too because you end up alienating
1128.66,5.7,yourself from the world because you feel
1132.14,4.68,incapable of being perceived by the
1134.36,5.52,world the other day I was driving to the
1136.82,6.3,grocery store and I randomly played back
1139.88,6.36,a scenario in my head of an interaction
1143.12,4.919,I had with someone a long time ago and I
1146.24,5.4,don't even consciously do this it just
1148.039,7.26,happens right and I played it back in my
1151.64,5.34,head and I had this realization that my
1155.299,4.861,response could have been interpreted
1156.98,5.22,another way I had this sinking feeling
1160.16,4.379,in my stomach where I was like oh my God
1162.2,4.08,this whole time I thought that that
1164.539,4.081,interaction was pretty good and smooth
1166.28,4.92,and I moved on from it but now that I
1168.62,5.34,look back on it and I put myself in
1171.2,4.92,their shoes and I interpret my responses
1173.96,4.14,in all these different other ways they
1176.12,5.1,could have interpreted my responses to
1178.1,5.28,be negative and what if they did is that
1181.22,3.959,why we're not talking right now and if
1183.38,4.26,they did interpret it incorrectly how
1185.179,4.021,can I make up for it the next time I see
1187.64,3.12,them but I don't even know if that's
1189.2,4.32,necessary because I don't know if they
1190.76,4.38,interpret it poorly but I guess that's a
1193.52,3.12,possibility and I start to cringe and I
1195.14,4.14,start to panic and I start to feel bad
1196.64,6.18,about myself this is just one of the
1199.28,4.56,many scenarios in which I post analyze
1202.82,3.0,myself
1203.84,4.079,and it doesn't even have to happen right
1205.82,4.56,after the interaction it could happen
1207.919,6.0,after the interaction but it also kind
1210.38,5.76,of haunts me unconsciously even months
1213.919,4.14,later or years later I'll like think
1216.14,4.56,back to these random moments where I'm
1218.059,4.681,like wait I didn't do that correctly I
1220.7,5.7,don't think I did that correctly and my
1222.74,5.76,heart truly feels for myself and my
1226.4,4.399,clients when I see that we're all doing
1228.5,5.299,this you know post
1230.799,6.401,socialization analyzing of ourselves
1233.799,5.74,because I feel like that's our attempt
1237.2,4.8,at trying to be as self-aware as
1239.539,5.161,possible because there's the other
1242.0,4.919,aspect of autism that is more commonly
1244.7,4.68,talked about which is autistic people
1246.919,5.221,are oblivious to social cues autistic
1249.38,5.039,people can come across as selfish or
1252.14,4.62,narcissistic because we only view things
1254.419,4.441,from our perspective and we don't take
1256.76,3.539,other people into account autistic
1258.86,3.24,people don't know how to empathize
1260.299,5.701,autistic people don't know how to
1262.1,6.54,consider other people and that is a real
1266.0,4.679,part of autism I feel like I struggled a
1268.64,4.5,lot with that as a child being perceived
1270.679,4.38,in that sort of selfish way and I kind
1273.14,4.5,of go over that in my video where I go
1275.059,5.401,over my Elementary School report cards
1277.64,5.039,in the second trimester he wrote Irene I
1280.46,4.62,am worried about your behavior and how
1282.679,5.101,you treat others I am worried about your
1285.08,4.44,attitude towards school and learning I
1287.78,4.019,can only help you if you are willing
1289.52,3.779,Irene you need to control your talking
1291.799,4.021,and be aware of other children's
1293.299,4.201,feelings I am worried about how you
1295.82,3.9,treat others you need to treat people
1297.5,4.74,nicely if you are going to have friends
1299.72,4.68,though Irene was cooperative in class
1302.24,4.74,she had a tendency to speak her mind
1304.4,4.92,which bothered some teachers she
1306.98,4.62,encountered and alienated some
1309.32,4.26,classmates a lot of the feedback that my
1311.6,4.26,teachers gave me was basically how
